GeneID	22_NIBD_NI	23_NIBD_NI	25_NIBD_NI	27_NIBD_NI	30_NIBD_NI	31_NIBD_NI	32_NIBD_NI	36_NIBD_NI	39_NIBD_NI	42_NIBD_NI	43_NIBD_NI	48_NIBD_NI	49_NIBD_NI	50_NIBD_NI	20_CD_NI_B2	21_CD_NI_B2	29_CD_NI_B3	405_CD_NI_B1	407_CD_NI_B3	408_CD_NI_B1	413_CD_NI_B1	420_CD_NI_B2	422_CD_NI_B2	424_CD_NI_B3	429_CD_NI_B1	431_CD_NI_B1	433_CD_NI_B1	434_CD_NI_B3	440_CD_NI_B2	450_CD_NI_B3	51_CD_NI_B2	54_CD_NI_B1	62_CD_NI_B3	63_CD_NI_B1	64_CD_NI_B3	407_CD_IF_B3	408_CD_IF_B1	413_CD_IF_B1	431_CD_IF_B1	434_CD_IF_B3	440_CD_IF_B2
hsa-mir-320b-1	89.07	22.69	19.96	24.04	34.87	35.8	31.08	28.35	35.51	25.65	18.74	36.99	16.75	22.7	22.83	24.06	32.08	31.34	23.46	111.16	11.91	27.74	30.99	15.88	115.76	49.62	9.25	11.41	57.72	17.51	24.11	19.11	16.96	14.28	18.93	8.2	5.88	44.96	31.45	27.75	60.15
hsa-mir-652-3p	134.91	106.19	104.01	66.43	91.57	116.37	119.27	92.05	116.04	112.98	131.26	89.5	93.51	164.01	178.66	213.74	213.85	225.64	93.73	39.44	33.49	84.9	113.51	126.55	30.41	93.2	49.37	33.07	97.7	87.96	111.39	89.41	117	129.36	103.73	70.51	47.34	132.01	183.45	165.95	217.16
hsa-mir-182-5p	219.89	351.77	203.24	279.26	353.48	311.8	607.89	215.73	295.25	106.67	932.11	125.94	334.32	945.39	295.31	614.2	541.3	620.32	1584.26	35.26	81.13	322.59	107.37	440.65	94.81	156.94	110.92	23.84	346.88	255.2	129.14	608.49	700.28	950.84	183.12	180.19	30.17	692.4	379.85	236.76	375.22
hsa-mir-181c-5p	138.39	226.75	97.67	84.11	128.05	126.57	207.71	111.58	115.21	128.12	185.56	141.47	157.35	220.79	128.25	121.67	152.5	179.3	386.71	38.98	51.09	188.55	87.62	189.85	336.02	146.57	90.55	33.29	94.95	110.08	93.78	181.52	122.96	217.87	210.31	223.07	78.47	154.14	351.25	115.8	115.07
hsa-mir-29c-3p	21.29	93.73	22.91	44.69	30.11	36.5	50.63	33.2	49.24	56.79	133.57	27.61	62.62	94.25	27.78	43.62	42.01	44.27	400.12	7.66	4.99	28.24	7.14	66.36	37.57	16.09	17.93	2.62	14.41	52.11	27.71	120.95	78.73	104.93	44.09	55.5	18.17	12.4	70.58	25.76	26.13
hsa-mir-199b-5p	20.67	215.87	70.03	39.82	33.14	32.13	85.79	33.61	43.1	39.1	91.64	35.86	69.03	123.09	67.98	137.03	68.48	56.23	366.38	6.5	6.49	29.61	12.56	104.92	34.59	28.71	39.74	3.82	8.78	23.97	28.55	104.94	95.84	87.88	32.5	52.61	22.21	35.25	113.1	56.51	22.79
hsa-mir-501-3p	106	175.24	168.44	40.17	20.55	26.57	35.26	16.33	23.61	26.14	68.42	154.1	95.94	137.34	199.09	219.4	208.51	66.64	51.53	42.22	18.8	23.78	27.31	117.23	12.22	52.16	25.69	9.22	93.31	11.61	119.02	59.38	125.89	162.28	45.86	86.34	29.13	272.86	215.14	89.33	133.87
hsa-mir-30a-5p	1159.03	1480.29	812.11	842.58	1165.52	782.17	2048.02	850.37	971.69	941.8	1571.5	909.64	1272.74	2102.55	760	1486.2	1714.91	1712.81	3361.3	175.86	321.31	916.27	492.51	1517.39	3222.05	711.93	671.64	186.44	847.86	1179.37	651.42	1694.12	1102.52	1556.55	1587.83	727.33	520.04	1263.23	1627.16	891.67	1195.23
hsa-mir-199a-2-5p	49.92	143.64	74.49	55.46	55.3	34.82	73.1	49.66	53.53	52.91	100.19	62.43	80.41	111.04	103.53	115.98	79.91	130.75	181.27	11.37	10.9	43.13	25.84	78.18	83.63	49.46	61.55	9	55.33	61.13	55.63	88.45	73.86	96.83	65.05	62.82	51.14	65.88	167.16	89.04	61.49
hsa-mir-1307-5p	159.52	133.07	53.54	59.06	138.6	98.62	225.44	129.85	126.26	77.79	259.1	127.7	125.68	248.52	161.2	180.62	225.74	154.43	264.69	238.03	47.24	70.36	81.87	86.42	83.48	170.77	71.58	35.84	74.1	78.47	81.36	117.31	261.64	322.9	107.15	76.82	43.97	267.67	278.75	105.05	333.71
hsa-mir-199a-1-5p	49.23	143.64	74.34	55.41	55.3	34.71	73.1	49.66	53.53	52.91	100.19	62.25	80.41	110.97	103.53	115.98	79.91	130.48	181.09	11.37	10.89	43.13	25.84	78.11	83.63	49.46	61.6	9	55.33	61.13	55.63	88.45	73.86	96.63	65.05	62.31	50.94	65.88	166.79	89.04	61.49
hsa-mir-378a-5p	130.26	56.73	53.39	79.55	102.2	114.27	111.85	95.48	74.56	37.7	133.04	64.78	83.32	131.38	55.54	62.53	82.08	272.56	41.2	34.34	22.16	46.06	75.64	66.12	107.04	108.09	95.75	56.99	108.95	77.36	87.25	98.53	149.53	172.86	65.81	24.06	7.5	126.79	74.9	47.31	113.21
hsa-mir-143-3p-1	81.97	142.61	91.74	101.66	171.95	116.47	336.21	121.74	243.88	236.54	431.97	478.36	220.75	382.27	123.94	189.55	221.16	327.94	559.56	18.56	23.55	87.92	38.59	237.6	1602.9	90.65	49.2	7.2	81.51	98.97	69.08	208.56	145.04	171.93	292.93	44.84	16.45	247.01	187.11	37.41	150.64
hsa-mir-141-3p	165.44	356.7	387.13	218.96	198.26	465.44	607.18	227.54	344.62	170.6	1001	117.94	197.78	593.39	975.36	671.46	1543.5	123.56	202.59	56.61	58.74	109.45	294.6	723.63	103.76	225.34	125.31	62.65	208.43	335.85	123.28	297.87	377.78	635.57	415.93	36.63	0.63	229.18	165.82	288.81	262.47
hsa-mir-30b-5p	296.52	418.9	185.36	217.68	215.45	303.09	353.98	260.62	345.37	252.07	661.26	175.93	365.35	524.94	284.77	456.73	408.51	577.77	524.64	31.09	46.03	198.11	129.23	522.03	392.08	125.07	321.39	76.71	97.15	645.03	196.44	521.44	334.44	606.64	328.89	255.17	74.61	208.11	380.34	212.71	173.81
hsa-mir-27b-3p	3923.38	6455.28	3075.97	3244.59	4914.59	4313.21	6883.96	4475.03	5439.29	4287.4	10429.08	5406.93	5819.95	10565.79	4870.32	7075.26	6822.14	10936.87	13917.33	1109.19	1262.31	5393.25	2633.86	6204.13	11305.04	5008.31	3729.39	681.79	5331.47	4409.57	3592.94	6402.55	6234.13	7469.88	4768.13	3652.96	1783.74	7331.77	11422.41	5562.25	5643.9
